ID,LABEL en,LABEL,SYNONYMS,DEFINITION,BIBLIOGRAPHY
1,Hunting dog,Jachthond,Brak,"Brak is een jachthond van een ras, die loopend wild opzoekt en het zoo lang op den voet (d. i. door den reuk) vervolgt, tot het geschoten of doodgedreven is; fr. chien courant.","WNT: ""Even als in 't velt de hazen, op het bassen / Der brakken snel van reuk, hun legerstede ontvlucht, / Vliên voor den winthont, die, vol vuur door 't veltgerucht,
 Hen na- en omzet, springt en raamt, tot hy ten lesten / Den prooi verwint"". Hoogvliet; Die schrikkelijke fijnheid van reuk, waarvoor de jagthond van Pieterbaas onderdoen moet, wolff en deken, Wildsch. 2, 212 [1793]."
2,Chemist,Chemist,Chimist,,"WNT: Men blinddoeke een ervaren Chimist, Drogist of Apothekar, en legge hem duizend verschillende drogerijen voor, hij zal dezelve door den reuk onderkennen, berkhey, N.H.5, 349 [1805]."
3,Druggist,Drogist,,,"WNT: Men blinddoeke een ervaren Chimist, Drogist of Apothekar, en legge hem duizend verschillende drogerijen voor, hij zal dezelve door den reuk onderkennen, berkhey, N.H.5, 349 [1805]."
4,Apothecary,Apotheker,Apothekar,,"WNT: Men blinddoeke een ervaren Chimist, Drogist of Apothekar, en legge hem duizend verschillende drogerijen voor, hij zal dezelve door den reuk onderkennen, berkhey, N.H.5, 349 [1805]."
5,Heron,Reiger,,,"WNT: De Graauwe reiger (Ardea cinerea, Latham, A. major Linn.) is een vreesachtige en schuwe vogel, welke een scherp gezigt en eenen fijnen reuk heeft, en uit dien hoofde zeer moeijelijk te naderen is, thon-bomhoff, Jagersschool 283 [1835]."
6,Ointment seller,Zalfverkoper,,,"WNT: De Salf-verkooper bereyt den wellustigen parfuymen (ruyckwerck), wel rieckende seep-balletjes en roock-werck, met het welcke sylieden overgooten zijnde, lieffelijck ruycken, Comenius, Deure d. Taalen 137 [1666]."
7,Perfumer,Parfumeur,,,"WNT: Het rook er zo lekker als bij een' parfumeur, Wolff en deken, Wildsch. 1, 84 [1793]."
8,Tear maker,Traanbok,,Arbeider in de traanbereiding.,"WNT: Een traanbok, een die in de traan arbeid, v. winschooten, Seeman [1681]. marin [1701].; Traanbok, … iemand, die in de traan werkt, en daarvan eenen onaangenamen reuk bekomt, weil. [1810].; Het stinkt hier of 'er de Duivel zyn ruykballetjen had laaten vallen … Waar vaaren wy hier heen Kapitein? … Myn Heer, wy zijn by de traanbokken. Wel Kapitein repje dan zo veel als je kond … Zie zo! dat gaat wel, wy zeilend'er Dieu mercy voorby, en zeilen de kil in, Gem. Parnas-Loof 32 [1692]."
9,Perfume seller,Reukverkoper,,,"WNT: Tuyteschiksters, krolle-schikkers, Reuk-verkoopers …, Ik en wét niet, welken bras Hier al niet en kómt te pas, v. daele, Tydv. 39, 14 [1806]."
10,Smeller,Ruiker,ruker,,"WNT: Ruiker: Persoon die ruikt of goed ruiken kan. (Tabakssnuiver). Ruker: Het woord zal in het Mnl. wel niet bekend zijn geweest, gezegd van een persoon, hij die ruikt of goed ruiken kan, een fijnen reuk heeft (vgl. bij Duc. “odorare i. naribus sapere”) of ook reukwerkmaker (lat. odorare, “welriekend maken”; eene dezer beide beteekenissen kan eigen zijn aan Kil.'s “riecker, odorator;"
11,Tobacco sniffer,Tabakssnuiver,,,"WNT: De Portugaler zend zyn Kielen … derwaert (t.w. naar Brazilië) … Om Amber, Balsemgeur, Saffraen' Brasilhout, Suiker En Boomwol en Tabak voor Rooker en voor Ruiker, f. de haes, Port. 19."
12,Physician,,,,
13,Dog,Hond,,,
14,Bird,Vogel,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
